,Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food and Beverages,Ground Service,Inflight Entertainment,Wifi and Connectivity,Value For Money,Recommended,origin,destination,Index
81608,AirAsia X,8,"""on board, the seats were horrific""",2016-12-12,False,"  Flew Perth to KUL, 11 December, D7233 in economy section of the quiet zone with Air Asia X. At Perth airport, boarding was announced according to zones which was totally ignored by passengers and gate crew alike. The check-in was prompt and efficient but lacking any friendliness but that's fine as long as the job is done well. On board, the seats were horrific. They are 3-3-3 abreast on what should be a 2-4-2 arrangement. If you are anything more than a medium sized person, the seats are narrow and uncomfortable. Surprisingly, the leg room was reasonable for economy. The crew were great; efficient, polite and pleasant, in particular Korean flight attendants. The food was the usual minuscule portion but there is an impressive selection of things that you can buy on board for reasonable prices. Unfortunately, most things were ""out of stock"" as the phrase goes in Malaysia as they had run out on the flight over from KL. All I can say is that it's an uncomfortable flight made easier by nice crew. The flight was 5.5 hours in duration and any longer and it would have been unbearable. The toilets were dirty and the sink was clogged and that didn't change throughout the flight. Although this was the quiet zone, the premium cabin in front had a crying baby which pretty much destroyed the atmosphere of the quiet zone.",A330-300,Solo Leisure,Economy Class,PER to KUL,December 2016,1.0,5.0,4.0,3.0,,,4.0,yes,PER,KUL,89722
6736,Vietnam Airlines,7,Vietnam Airlines customer review,2012-11-10,False,HKG-SGN-DAD-SGN-HKG. My partner and I flew to D'nang with Vietnam airlines. The flight from Hong Kong to Ho Chi Minh was comfortable. We received a full meal service on board even though the flight was only 2 hours long. Ho Chi Minh itself is a bit of a culture shock. You will need to re-check in for domestic flights. Our connecting flight was cancelled but we were put back onto the next flight. They said we could have dinner in their lounge but none of their lounges knew what the desk was on about and by then it was too late to question it as there is no airline desk once in the departure lounge. Any longer than a one our transit in SGN is far too long!,,,Economy Class,,,5.0,5.0,5.0,,0.0,,4.0,yes,,,7412
9469,Wizz Air,1,"""€35 to check in""",2018-05-07,True,  Tirana to Luton. Worst experience ever. I have been flying with many airlines but Wizz Air is the worst I have ever experienced. Got charged €35 to check in even though their website didn’t let me check in online and has the rudest staff on board I have ever come across. Was the first time I booked and it will be the last one I will ever use them.,A320,Business,Economy Class,Tirana to Luton,May 2018,1.0,1.0,,1.0,,,1.0,no,Tirana,Lu,10393
96015,Air Canada,6,Air Canada customer review,2014-10-12,False,"Flew back from Paris to Toronto 4 Oct does Air Canada actually have anybody checking ""hand luggage"" an amazing amount hand luggage seen going onboard aircraft. By the time we were boarded all the luggage bins were full of large suitcases. This has happened a number of times now. Tired of struggling to load our small bags and will now try another airline that actually enforces hand baggage size. Would help if Air Canada thought about all customers rather than ignoring an obvious problem.",,,Economy Class,,,4.0,3.0,3.0,,4.0,,3.0,no,,,105550
41897,Jetblue Airways,1,"""they comped us drinks""",2019-04-26,True,  Hartford to Fort Myers. The flight attendants were so incredibly nice. Everyone was professional and courteous. Flight was a bit delayed so they comped us drinks.,,Family Leisure,Economy Class,Hartford to Fort Myers,April 2019,4.0,5.0,5.0,5.0,5.0,5.0,5.0,yes,Hartford,FortMyers,46029
94379,Air Canada,1,"""uncivilized staff""",2023-03-11,True," We were travelling from Cancun, Mexico to Boston USA, via Toronto , Canada and there was 6 hours lay over in Toronto (YYZ). Our flight was at 9 pm from Toronto to Boston, the incoming flight was showing delayed and supposed to arrive at 9:52 pm from New York but they were showing our flight was on time till 8:40 pm then suddenly announced flight was cancelled due to weather which was outright lies. They just can not blame the weather to avoid taking care of the passengers when flight between our destination was taking off and landing albeit with some delay. On top of that uncivilized staff and threatening passengers",,Family Leisure,Economy Class,Boston to Toronto via Cancun,February 2023,1.0,2.0,1.0,2.0,1.0,1.0,2.0,no,Bos,n,103745
35271,Qatar Airways,6,"""there were no transfer counters""",2023-10-31,True," Riyadh to Doha 28-10 2023 on a full, late evening flight. Modern aircraft, A350-900Q. On time. Check-in became a hassle, as there were no transfer counters and I had to shift terminal by arriving with Saudia. I was forced to pay for a transit visa, 150 USD, despite I was never on landside and had only 1 hour transit time. This scrupulous exploitation is unacceptable, just taking advantage of people in rush. QR have no transfer desk nor transfer service in a big international airport to where they are flying several times per day. The good thing is that they, upon my request, at least reopened the check-in counter allowing me to check-in even after the minimum time of 60 minutes had elapsed. A lady behind me was also late, but disallowed to check-in, contrary to me. So, at least I got some premium for my hefty visa fee. Boarding was smooth, despite the flight was fully stuffed apart from an empty seat next to me. No alcohol served onboard with reference to a holy national day in Riyadh. Onboard, served a cold mezze meal, mine was still frozen. Only a single service round, and no service the last full hour prior to landing. Jetbridge provided in both ends. WiFi complicated but not working, a big waste of time trying to connect.",A350-900Q,Solo Leisure,Economy Class,Riyadh to Doha,October 2023,3.0,3.0,2.0,1.0,2.0,,4.0,yes,Riyadh,Doha,38739
31360,Norwegian,5,Norwegian customer review,2015-04-01,False,Flight was from Oslo to JFK in New York. The flight was almost five hours late in departing. The unacceptable part was that at no time was I informed that passengers need to pre-order food for the flight before they board while they are booking the trip. As a result while passengers sitting next to me got a full meal there were many like myself who were told that we are not getting a meal. Three hours into the flight I was able to beg a sandwich and a drink. Norwegian did not even supply water. After sitting at a gate that had no food options available I boarded the flight already famished only to be told that I was not getting food. Had I been the only passenger not knowing this I would think that perhaps I was at fault but there were many passengers like myself left hungry. This is completely unacceptable for a long-haul flight. Surely Norwegian could send out an email to passengers letting them know that they need to pre-order their food or go hungry.,,,Economy Class,,,4.0,3.0,1.0,,4.0,,3.0,no,,,34435
88649,American Airlines,1,"""They have a strict policy""",2018-11-15,True,"  Los Angeles to Kona. American Airlines is the worst! I arrived to check in my bag 40 minutes before my flight. They have a strict policy that you have to check a bag within 45 minutes of your flight. If you don't they force you to buy another buy and get on anther flight! They provided zero alternative options for getting my bag there on time. They didn't let me get on my flight and take the chance my bag would be delivered on another flight. Plus, they have retarded bag fees and their customer service phone line had a 45 minute wait! ",,Solo Leisure,Economy Class,Los Angeles to Kona,November 2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,LosAngeles,Kona,97425
92523,Aeroflot Russian Airlines,5,"""Overall, an okay experience""",2021-09-12,True,"  Flight quite uneventful, although the hard product on Boeing 777 needs to be refurbished: it is outdated and worn. Crew were okay, although they seemed very stressed and exhausted from servicing a booked-out 777, full of families and crying babies l (on a 3-hour flight), and service felt very rushed and inattentive at times. SVO Terminal C is beautiful, but crowded and full of bottlenecks, resulting in long queues at security and long walking distances. The Malevich lounge, though, is excellent. It is well-planned and has numerous comfortable seating with amazing tarmac views and, despite being severely overcrowded, it didn’t feel like it. Overall, an okay experience, although much improvement is needed if Aeroflot wishes to achieve their ambitions of becoming a 5-star airline.",Boeing 777-300ER,Solo Leisure,Business Class,Moscow to Larnaca,September 2021,3.0,3.0,3.0,3.0,,,3.0,yes,Moscow,Larnaca,101691
64162,Egyptair,1,"""worst flight experience """,2017-09-18,False,"  Cairo to Beirut. This is my third boarding with Egyptair, Each time I told to myself that the bad traveling condition is just one time thing because I did not thought that an airline would be that much disaster. Rude staff, I don't know why they give a cheese sandwish which is not even edible, two flights were delayed and they gave us juice to confort us! It is the worst flight experience will never book with it again.",,Couple Leisure,Economy Class,Cairo to Beirut,September 2017,1.0,1.0,1.0,1.0,1.0,,1.0,no,Cairo,Beirut,70540
56927,Hainan Airlines,1,"""such poor communication and customer service""",2017-11-23,True,"  Bangkok to Toronto return via Beijing, outward in July and returning August 2017, and I would not recommend  them. I had delays on both outbound and inbound journeys which totaled 52 hours in delays which I believe is unacceptable. While I got a good price, the information was very poor. When I checked into Bangkok airport I was notified of a 3 hour delay. This turned into a 6 hour delay and eventually an 8 hour delay (we were initially suppose to leave at 1:40am and took off at 10am). As there we no Hainan Airlines ground staff at the airport until 6am I had to call China to get updates. When ground staff turned up at the gate at 6am they gave us a small snack box as compensation. At Beijing Airport we were told we had missed our connection and told to go and collect our luggage with little guidance from the ground staff. We asked Hainan to be put us on another airline but we told that was not possible and we would have to wait 24 hours until our next flight (we missed our connection by 30 minutes and they didn't hold the flight). I  asked if I could push my return trip back by one day but I was told that this was not possible. The Beijing Airport hotel we were put up in was in poor condition (my hotel room has a wall covered in mold) and the food at the hotel was inedible. On returning to Beijing Airport we found out that we had another 3 hour delay to our flight. No compensation was provided for this delay. When we did finally board the aircraft we waited on the tarmac for an additional 2 hours (supposedly for weather delays).  When I arrived at Toronto  airport I was told there would be a 1 hour delay (which turned into a 2 hour delay).  Arriving into Beijing I was told that I had missed my connecting flight and I would need to wait another 24 hours for the next flight. I complained about the previous hotel and was put into a slightly better hotel than the outward journey but still smelled of cigarette smoke (despite being in a non-smoking room with an ashtray) Despite all of the delays I received very little compensation. I have never received such poor communication and customer service. ",Boeing 787-9,Solo Leisure,Economy Class,Toronto to Bangkok via Beijing,August 2017,2.0,2.0,2.0,1.0,,,2.0,no,Toron,,62569
